Geography,Time arriving a,Main mode of co,Total - Commuting duration
0101.04 - Windsor,Total - Time arriving at work,    Public transit,25.0
0101.04 - Windsor,Total - Time arriving at work,    Active transportation,50.0
0101.04 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0102.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",615.0
0102.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",35.0
0102.00 - Windsor,Total - Time arriving at work,    Public transit,0.0
0102.00 - Windsor,Total - Time arriving at work,    Active transportation,50.0
0102.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0110.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",8425.0
0110.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",445.0
0110.00 - Windsor,Total - Time arriving at work,    Public transit,75.0
0110.00 - Windsor,Total - Time arriving at work,    Active transportation,80.0
0110.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",10.0
0120.01 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",755.0
0120.01 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",85.0
0120.01 - Windsor,Total - Time arriving at work,    Public transit,15.0
0120.01 - Windsor,Total - Time arriving at work,    Active transportation,35.0
0120.01 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0120.02 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",605.0
0120.02 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",85.0
0120.02 - Windsor,Total - Time arriving at work,    Public transit,0.0
0120.02 - Windsor,Total - Time arriving at work,    Active transportation,15.0
0120.02 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0120.03 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",1200.0
0120.03 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",145.0
0120.03 - Windsor,Total - Time arriving at work,    Public transit,20.0
0120.03 - Windsor,Total - Time arriving at work,    Active transportation,35.0
0120.03 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0130.01 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",975.0
0130.01 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",80.0
0130.01 - Windsor,Total - Time arriving at work,    Public transit,0.0
0130.01 - Windsor,Total - Time arriving at work,    Active transportation,55.0
0130.01 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0130.02 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",5980.0
0130.02 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",455.0
0130.02 - Windsor,Total - Time arriving at work,    Public transit,0.0
0130.02 - Windsor,Total - Time arriving at work,    Active transportation,15.0
0130.02 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0140.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",580.0
0140.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",50.0
0140.00 - Windsor,Total - Time arriving at work,    Public transit,0.0
0140.00 - Windsor,Total - Time arriving at work,    Active transportation,20.0
0140.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0160.01 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",380.0
0160.01 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",10.0
0160.01 - Windsor,Total - Time arriving at work,    Public transit,0.0
0160.01 - Windsor,Total - Time arriving at work,    Active transportation,25.0
0160.01 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0160.02 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",725.0
0160.02 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",70.0
0160.02 - Windsor,Total - Time arriving at work,    Public transit,0.0
0160.02 - Windsor,Total - Time arriving at work,    Active transportation,45.0
0160.02 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0170.01 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",195.0
0170.01 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",15.0
0170.01 - Windsor,Total - Time arriving at work,    Public transit,0.0
0170.01 - Windsor,Total - Time arriving at work,    Active transportation,15.0
0170.01 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0170.02 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",615.0
0170.02 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",65.0
0170.02 - Windsor,Total - Time arriving at work,    Public transit,0.0
0170.02 - Windsor,Total - Time arriving at work,    Active transportation,30.0
0170.02 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0171.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",745.0
0171.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",50.0
0171.00 - Windsor,Total - Time arriving at work,    Public transit,10.0
0171.00 - Windsor,Total - Time arriving at work,    Active transportation,45.0
0171.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0172.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",350.0
0172.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",15.0
0172.00 - Windsor,Total - Time arriving at work,    Public transit,0.0
0172.00 - Windsor,Total - Time arriving at work,    Active transportation,20.0
0172.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0173.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",535.0
0173.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",30.0
0173.00 - Windsor,Total - Time arriving at work,    Public transit,0.0
0173.00 - Windsor,Total - Time arriving at work,    Active transportation,30.0
0173.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0174.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",1460.0
0174.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",195.0
0174.00 - Windsor,Total - Time arriving at work,    Public transit,0.0
0174.00 - Windsor,Total - Time arriving at work,    Active transportation,100.0
0174.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0180.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",2405.0
0180.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",245.0
0180.00 - Windsor,Total - Time arriving at work,    Public transit,15.0
0180.00 - Windsor,Total - Time arriving at work,    Active transportation,95.0
0180.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0181.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",1390.0
0181.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",70.0
0181.00 - Windsor,Total - Time arriving at work,    Public transit,0.0
0181.00 - Windsor,Total - Time arriving at work,    Active transportation,95.0
0181.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
1000.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",3615.0
1000.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",685.0
1000.00 - Windsor,Total - Time arriving at work,    Public transit,35.0
1000.00 - Windsor,Total - Time arriving at work,    Active transportation,245.0
1000.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
1001.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",2030.0
1001.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",255.0
1001.00 - Windsor,Total - Time arriving at work,    Public transit,0.0
1001.00 - Windsor,Total - Time arriving at work,    Active transportation,125.0
1001.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
1002.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",3985.0
1002.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",425.0
1002.00 - Windsor,Total - Time arriving at work,    Public transit,15.0
1002.00 - Windsor,Total - Time arriving at work,    Active transportation,200.0
1002.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
1003.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",3440.0
1003.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",590.0
1003.00 - Windsor,Total - Time arriving at work,    Public transit,15.0
1003.00 - Windsor,Total - Time arriving at work,    Active transportation,125.0
1003.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
1004.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a driver",1365.0
1004.00 - Windsor,Total - Time arriving at work,"    Car, truck or van - as a passenger",275.0
1004.00 - Windsor,Total - Time arriving at work,    Public transit,10.0
1004.00 - Windsor,Total - Time arriving at work,    Active transportation,120.0
1004.00 - Windsor,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
"Winnipeg (CMA) 602, Man.",Total - Time arriving at work,"    Car, truck or van - as a driver",214780.0
"Winnipeg (CMA) 602, Man.",Total - Time arriving at work,"    Car, truck or van - as a passenger",25830.0
"Winnipeg (CMA) 602, Man.",Total - Time arriving at work,    Public transit,24885.0
"Winnipeg (CMA) 602, Man.",Total - Time arriving at work,    Active transportation,17715.0
"Winnipeg (CMA) 602, Man.",Total - Time arriving at work,"  Motorcycle, scooter or moped",190.0
0001.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a driver",955.0
0001.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a passenger",90.0
0001.00 - Winnipeg,Total - Time arriving at work,    Public transit,105.0
0001.00 - Winnipeg,Total - Time arriving at work,    Active transportation,135.0
0001.00 - Winnipeg,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0002.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a driver",1295.0
0002.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a passenger",65.0
0002.00 - Winnipeg,Total - Time arriving at work,    Public transit,265.0
0002.00 - Winnipeg,Total - Time arriving at work,    Active transportation,145.0
0002.00 - Winnipeg,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0003.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a driver",1425.0
0003.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a passenger",190.0
0003.00 - Winnipeg,Total - Time arriving at work,    Public transit,180.0
0003.00 - Winnipeg,Total - Time arriving at work,    Active transportation,195.0
0003.00 - Winnipeg,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0004.01 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a driver",240.0
0004.01 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a passenger",20.0
0004.01 - Winnipeg,Total - Time arriving at work,    Public transit,45.0
0004.01 - Winnipeg,Total - Time arriving at work,    Active transportation,70.0
0004.01 - Winnipeg,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0004.02 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a driver",2015.0
0004.02 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a passenger",285.0
0004.02 - Winnipeg,Total - Time arriving at work,    Public transit,355.0
0004.02 - Winnipeg,Total - Time arriving at work,    Active transportation,290.0
0004.02 - Winnipeg,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0005.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a driver",785.0
0005.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a passenger",90.0
0005.00 - Winnipeg,Total - Time arriving at work,    Public transit,75.0
0005.00 - Winnipeg,Total - Time arriving at work,    Active transportation,95.0
0005.00 - Winnipeg,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
0006.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a driver",975.0
0006.00 - Winnipeg,Total - Time arriving at work,"    Car, truck or van - as a passenger",130.0
0006.00 - Winnipeg,Total - Time arriving at work,    Public transit,140.0
0006.00 - Winnipeg,Total - Time arriving at work,    Active transportation,110.0
0006.00 - Winnipeg,Total - Time arriving at work,"  Motorcycle, scooter or moped",0.0
